timestep,v_cmd,w_cmd,d_tg,dtheta_tg
1,-0.46872273087501526,0.4433891773223877,6.320746232938873,0.022586871097842992
2,-0.46402707695961,0.436814546585083,6.303830416080796,0.0810330667362464
3,-0.46789130568504333,0.43758898973464966,6.280042016240855,0.13990088452139451
4,-0.4727696478366852,0.44219475984573364,6.251573649572994,0.19761172206136082
5,-0.473609060049057,0.436690092086792,6.226499406243409,0.2419160478910701
6,-0.472978800535202,0.4222317934036255,6.200728939733348,0.28340422243631264
7,-0.46996617317199707,0.40501677989959717,6.1738860717974235,0.3232054185729131
8,-0.4675910770893097,0.3719767928123474,6.145795934256015,0.35587673021547694
9,-0.4660409390926361,0.34308552742004395,6.116345787622471,0.38803810437169145
10,-0.4678039252758026,0.33242326974868774,6.087028935528513,0.4206852940983501
11,-0.4709765613079071,0.30202174186706543,6.0560519524118455,0.45035027834029007
12,-0.474896639585495,0.28723955154418945,6.023717154961125,0.47782767332578135
13,-0.4813854396343231,0.2865391969680786,5.9901712103058244,0.5081431630631476
14,-0.485456645488739,0.08841347694396973,5.957131070244697,0.520910325381978
15,-0.4857150912284851,-0.041776567697525024,5.924288779735455,0.5199562738949514
16,-0.4856262803077698,-0.09013983607292175,5.891744448162391,0.5133184696310861
17,-0.48485440015792847,-0.05861097574234009,5.859816141302263,0.508452107081009
18,-0.48407623171806335,-0.0644133985042572,5.828266007839505,0.5038778845475737
19,-0.48326414823532104,0.023653507232666016,5.796929321032647,0.5041086958724097
20,-0.47959187626838684,0.27840960025787354,5.765165636295098,0.5248339088631591
21,-0.47821712493896484,0.2571145296096802,5.73231627919793,0.552631718974726
22,-0.47515279054641724,0.2931145429611206,5.698998494567111,0.5805141011173054
23,-0.4753786325454712,0.2688823342323303,5.66498525180301,0.607563111024854
24,-0.47170108556747437,0.2937314510345459,5.6302989557330205,0.6358988408714191
25,-0.47242462635040283,0.28560489416122437,5.595541149670072,0.6614595130484824
26,-0.4740280210971832,0.06459271907806396,5.561020822381792,0.6718439463993715
27,-0.46571236848831177,0.24691283702850342,5.525581726599601,0.6905145178994854
28,-0.45888838171958923,0.31886518001556396,5.49021521308714,0.7191741355077085
29,-0.46318745613098145,0.35584717988967896,5.452489773129705,0.7523649257585802
30,-0.4589797854423523,0.35894566774368286,5.414095338441075,0.7847538582091524
31,-0.46018341183662415,0.40450918674468994,5.376434447377079,0.8244396726544432
32,-0.4657098650932312,0.42278456687927246,5.335395653266698,0.8639138311979271
33,-0.47434476017951965,0.4370810389518738,5.292408243934064,0.9049691486313566
34,-0.4780501127243042,0.44611358642578125,5.248701674064505,0.95467576432321
35,-0.4800666570663452,0.45684385299682617,5.2038858115471225,0.9973059699476402
36,-0.4810958802700043,0.4633758068084717,5.1587919465723155,1.0391991055416052
37,-0.48130252957344055,0.46488267183303833,5.1127938805265165,1.0861704845782643
38,-0.48194214701652527,0.4633268117904663,5.06596336597949,1.1316120205571574
39,-0.48209765553474426,0.46131432056427,5.019478794681466,1.1774636819835598
40,-0.48241084814071655,0.46125292778015137,4.97106111847457,1.222192114332485
41,-0.4830850064754486,0.455954909324646,4.9216929310250395,1.2653960710599683
42,-0.4835929572582245,0.446330726146698,4.870542308898936,1.3025517182835993
43,-0.4838503897190094,0.44055235385894775,4.8207643451153315,1.337783865842996
44,-0.48318806290626526,0.4612286686897278,4.77029796380114,1.377504592258512
45,-0.4835769832134247,0.46853482723236084,4.720198874994191,1.4214299747172192
46,-0.4842469394207001,0.4700660705566406,4.66986313606549,1.4655302291802075
47,-0.48934924602508545,0.418362021446228,4.6190771659490775,1.516145847114727
48,-0.48888149857521057,0.3118554949760437,4.569872262860852,1.548808050556238
49,-0.4890426993370056,0.2542244791984558,4.520521300801883,1.5737594292692736
50,-0.4886147975921631,0.3267001509666443,4.472017017923108,1.6056813723104684
51,-0.4884209632873535,0.4212556481361389,4.422740218512714,1.642442472302055
52,-0.48843222856521606,0.442169189453125,4.372631941180453,1.683586641998645
53,-0.488454669713974,0.4625614881515503,4.323096883467681,1.724879193639139
54,-0.48846253752708435,0.4717665910720825,4.273518159641064,1.7660837442504045
55,-0.4882383942604065,0.47119760513305664,4.224889330872709,1.8107627899430794
56,-0.4875744879245758,0.41417866945266724,4.178338797754688,1.8568305798707578
57,-0.4872760474681854,0.26350128650665283,4.133778167650744,1.8825604656296977
58,-0.4873771667480469,0.361128568649292,4.089570294904822,1.916466336853649
59,-0.48717325925827026,0.4755973815917969,4.045453733256342,1.9566150248063494
60,-0.48369300365448,0.33516156673431396,4.002478655336246,1.9909013972572411
61,-0.47447022795677185,-0.34900373220443726,3.962948731799312,1.9752772635914526
62,-0.47475022077560425,-0.19400811195373535,3.9235466907106527,1.9537507171133937
63,-0.48056724667549133,0.4586600065231323,3.883701324916695,1.9747078850078947
64,-0.4791727066040039,0.4526904821395874,3.84229363379149,2.017188816820082
65,-0.4621344208717346,-0.11320996284484863,3.8050555758546896,2.019123362364006
66,-0.42314910888671875,0.48266708850860596,3.7690890572325384,2.050718038683656
67,-0.3919806480407715,0.4862271547317505,3.734611867364998,2.0977456026265466
68,-0.4071432948112488,-0.15710943937301636,3.705368427871591,2.096480135609249
69,-0.3811629116535187,0.48751163482666016,3.6757228588653366,2.1218274895450304
70,-0.3776456117630005,0.48977410793304443,3.647353254083294,2.169878691889301
71,-0.41170400381088257,0.47820860147476196,3.6199189792378292,2.2158893689053656
72,-0.35942551493644714,0.48644113540649414,3.5927448443671506,2.2656428189925837
73,-0.3825702965259552,0.1833752989768982,3.5701823597121862,2.2919953412453196
74,-0.3498232960700989,0.4748963713645935,3.548857832837166,2.328111252926416
75,-0.3590562045574188,-0.4680544137954712,3.531601332070313,2.315597453557996
76,-0.30537208914756775,0.48318958282470703,3.513088842582213,2.3328191309700888
77,-0.3392665386199951,-0.2976558804512024,3.496408130588851,2.3237695599659713
78,-0.17675313353538513,0.4796435832977295,3.4789538493823144,2.3466222725578993
79,-0.31154876947402954,-0.2969224750995636,3.464208925674554,2.3346082063059255
80,0.03537929058074951,0.4739186763763428,3.448358346559101,2.355532146337107
81,0.20281261205673218,0.47154444456100464,3.4347473561177533,2.4116325993930086
82,0.28880196809768677,0.44899529218673706,3.4260954514677064,2.4691740689719133
83,0.14870750904083252,0.45030200481414795,3.424882388308798,2.519020370966085
84,0.06332635879516602,0.4533865451812744,3.43063060810683,2.562976854164944
85,-0.027115613222122192,0.45491254329681396,3.4385827987496667,2.6194397227912276
86,-0.08194386959075928,0.4498624801635742,3.4436869776019026,2.6741349987179435
87,0.05478566884994507,0.4502614736557007,3.439654544261745,2.7260479016560266
88,-0.094084233045578,0.4436360001564026,3.4406313643845348,2.7688963051777575
89,0.0040541887283325195,0.451330304145813,3.440874407336927,2.8163303610688573
90,-0.014360636472702026,0.452825665473938,3.440475004649871,2.857917009589935
91,-0.11648392677307129,0.45116376876831055,3.4454704442284605,2.9006641095161037
92,-0.031233787536621094,0.4591599702835083,3.44510813615032,2.9449733278187367
93,-0.2060152292251587,0.45424115657806396,3.4494035902532545,2.994751988523051
94,-0.2837713360786438,0.4614518880844116,3.4639779309887144,3.054042284177912
95,-0.364951491355896,0.47286170721054077,3.4801999744479755,3.1111649958656997
96,-0.3903445601463318,0.4807652235031128,3.4971289481366825,-3.1219945207620894
97,0.03747522830963135,0.4822578430175781,3.5074018194949708,-3.07306640247216
98,-0.15175572037696838,0.48400044441223145,3.5077788694192704,-3.0129918043040256
99,-0.2538703978061676,0.48339807987213135,3.521025135714999,-2.9610643837531216
100,-0.2774152159690857,0.48433542251586914,3.5387215968803103,-2.908300245552098
101,-0.2882150411605835,0.48416006565093994,3.558481154087834,-2.8611804050775715
102,-0.3100106716156006,0.48328691720962524,3.579751795104881,-2.8143047677732422
103,-0.2672838866710663,0.4826704263687134,3.5989080123526147,-2.769654874622855
104,-0.20709127187728882,0.48357701301574707,3.6149479765409804,-2.7196503078498147
105,-0.1284557282924652,0.4836338758468628,3.626085642573477,-2.6679972865308006
106,-0.02763572335243225,0.48318052291870117,3.6305743308545697,-2.6161651934123196
107,-0.023222386837005615,0.484624981880188,3.6330381684233783,-2.564538046070589
108,-0.050845444202423096,0.48536908626556396,3.6378256353671374,-2.5171360820868003
109,-0.06493386626243591,0.48614704608917236,3.645267888013914,-2.4668684525957136
110,-0.03139883279800415,0.4863095283508301,3.649710291034895,-2.416719467563987
111,0.05879557132720947,0.485834538936615,3.6495494661744856,-2.365994033430721
112,0.013002932071685791,0.485607385635376,3.6485122960159724,-2.314263467062889
113,0.03371298313140869,0.4854542016983032,3.646879228714117,-2.2617606337467473
114,0.0780038833618164,0.4847172498703003,3.6421614155097046,-2.212983917723701
115,0.029401540756225586,0.4852125644683838,3.6399804201233845,-2.1586342896580977
116,-0.019183844327926636,0.48593002557754517,3.64152632851781,-2.1004390089920832
117,-0.06461191177368164,0.4864947199821472,3.6476393215789895,-2.046205894057664
118,0.04001808166503906,0.48656243085861206,3.649060119598314,-1.996339040027258
119,0.22437560558319092,0.4852837324142456,3.642162492089773,-1.945865457419439
120,0.15393304824829102,0.4859282970428467,3.628143867653226,-1.8968601122642392
121,-0.010429590940475464,0.48814064264297485,3.6182223667042113,-1.8452216548473912
122,0.12335830926895142,0.48619842529296875,3.6117508590776777,-1.7932281859722201
123,0.13201940059661865,0.4872463345527649,3.6006367303225986,-1.7424851995030075
124,0.07022011280059814,0.48887085914611816,3.5896483072684924,-1.6931389102457095
125,0.10651695728302002,0.48789501190185547,3.5807589516233835,-1.6470834910966092
126,0.1438695788383484,0.4878086447715759,3.5701683532338513,-1.597028009019793
127,0.23540085554122925,0.4852113723754883,3.55437359398827,-1.5481837061937018
128,0.23208242654800415,0.48531168699264526,3.533785262202724,-1.5009314588076859
129,0.1541690230369568,0.4862178564071655,3.514233794048993,-1.4468346140207091
130,0.08860522508621216,0.4854297637939453,3.5009286723098523,-1.3874495187647036
131,0.03456228971481323,0.48504751920700073,3.493052579606921,-1.3312203708973362
132,-0.001614004373550415,0.48447155952453613,3.489440974493595,-1.2774564778786435
133,-0.06025111675262451,0.4829557538032532,3.4895521739657207,-1.2203822565110107
134,-0.07162719964981079,0.48071563243865967,3.4929752547361583,-1.1730677213701652
135,-0.10147500038146973,0.48028886318206787,3.4977138461596327,-1.1242943053206782
136,-0.10633614659309387,0.48005473613739014,3.504007648008329,-1.074043503815662
137,-0.1877439022064209,0.482120156288147,3.5105304062506066,-1.0243353745471186
138,-0.19233918190002441,0.48074424266815186,3.519828047397772,-0.9739853667724978
139,-0.2658159136772156,0.48343509435653687,3.5288252468968375,-0.9189585418450286
140,-0.2669290006160736,0.4843685030937195,3.540193413444805,-0.8722542284746562
141,-0.2911551296710968,0.48537135124206543,3.552358704377543,-0.8263340656717102
142,-0.2862677276134491,0.4858551025390625,3.5647973429851847,-0.7795517755102346
