timestep,v_cmd,w_cmd,d_tg,dtheta_tg
1,-0.4173858165740967,0.3864161968231201,6.321246398755891,0.019345231404237627
2,-0.3890755772590637,0.4236046075820923,6.304445860384456,0.07720606131758345
3,-0.36365804076194763,0.445670485496521,6.282718542582811,0.1353117353238403
4,-0.3736802935600281,0.4526174068450928,6.262892689078358,0.18433123861518927
5,-0.40324223041534424,0.4382368326187134,6.241742846845655,0.23033612503306716
6,-0.4292614758014679,0.42616331577301025,6.217357411054685,0.27479728962487965
7,-0.4524696171283722,0.3846997022628784,6.190596726689849,0.31596684961454274
8,-0.46238306164741516,0.3455761671066284,6.1628211332673875,0.3508977322595033
9,-0.4638884663581848,0.3360430598258972,6.133660823553277,0.3871522778175446
10,-0.458259254693985,0.3247354030609131,6.104963919891483,0.4190611990574418
11,-0.4507284164428711,0.30716854333877563,6.074234906992922,0.44548398070343104
12,-0.44856497645378113,0.27999264001846313,6.043482452551405,0.47103419128923185
13,-0.4477292001247406,0.2555727958679199,6.012773339584924,0.49626938513575447
14,-0.4467727541923523,0.21086621284484863,5.9817368358917875,0.5190491874901114
15,-0.447857141494751,0.18141800165176392,5.950275187391204,0.5371026360745119
16,-0.44802695512771606,0.12570130825042725,5.918694278500931,0.5494724526758223
17,-0.44838449358940125,0.13845586776733398,5.8873783825695805,0.562593008297502
18,-0.4451434016227722,0.1669769287109375,5.855975287924325,0.5778930130909734
19,-0.44258496165275574,0.187766432762146,5.824212027332678,0.5955355592956225
20,-0.44547349214553833,0.19831758737564087,5.791793458037581,0.6131662132853135
21,-0.45090240240097046,0.16139686107635498,5.75886267885835,0.6282735934977952
22,-0.452934592962265,0.093783438205719,5.72573654520775,0.6369276807953544
23,-0.44871553778648376,-0.04849383234977722,5.692936122744244,0.635798859905805
24,-0.4541797637939453,-0.04300200939178467,5.660160148237187,0.6333623569773794
25,-0.44904065132141113,-0.10725417733192444,5.627839130526724,0.6267837719430595
26,-0.453043669462204,-0.05415642261505127,5.5959065049696886,0.6228372512167913
27,-0.4538632333278656,-0.03559097647666931,5.564036931529121,0.6209914419133926
28,-0.45788338780403137,0.012603580951690674,5.531866759406466,0.6210970017782002
29,-0.4589281976222992,0.002386033535003662,5.499925536157358,0.6212103221346333
30,-0.4595913887023926,0.03219163417816162,5.4679496081364,0.622351562340918
31,-0.4591864347457886,0.03257250785827637,5.436020499070409,0.6236716165791305
32,-0.45941227674484253,0.1620606780052185,5.403501541308899,0.6315261687121442
33,-0.45887237787246704,0.3265310525894165,5.3704828762879915,0.6575110970538187
34,-0.462773859500885,0.346080482006073,5.335599333871857,0.685616282556077
35,-0.46536585688591003,0.3685891628265381,5.29967845962475,0.7152169558761324
36,-0.4682462513446808,0.37655341625213623,5.262329425848988,0.7534146191876429
37,-0.47093474864959717,0.38422155380249023,5.224289071029636,0.7886717759567656
38,-0.47468385100364685,0.3945029377937317,5.184565077245911,0.826954194394185
39,-0.4773942530155182,0.3910287618637085,5.144116352813214,0.8699597247958806
40,-0.48086366057395935,0.39123988151550293,5.1024699243725635,0.9101688447540777
41,-0.4823102056980133,0.39196765422821045,5.060602074917619,0.9509221543362306
42,-0.48315295577049255,0.39077138900756836,5.016735952196612,0.9882670538380789
43,-0.4839063286781311,0.38823437690734863,4.971987589605241,1.0255728069984942
44,-0.48469313979148865,0.3814866542816162,4.926906045861003,1.0651163402776098
45,-0.4852682948112488,0.3710094094276428,4.881313308431926,1.104878623136055
46,-0.48546135425567627,0.3641349673271179,4.8346169746576875,1.1449627123584556
47,-0.4857349991798401,0.3571983575820923,4.786563715502659,1.1824891370843218
48,-0.48560991883277893,0.3456915020942688,4.738053554416628,1.2159463391541407
49,-0.4854527711868286,0.32689201831817627,4.690436437914156,1.2473608748748537
50,-0.4845060706138611,0.3269326686859131,4.6427754932713166,1.278369818263122
51,-0.4840899109840393,0.3160664439201355,4.595326682563389,1.3107712851665305
52,-0.4856173098087311,0.3421861529350281,4.546964468425755,1.341327704097792
53,-0.4870748519897461,0.36840760707855225,4.497414743499609,1.3750436093974787
54,-0.4882335364818573,0.38460952043533325,4.446667143583406,1.4109095168116146
55,-0.4894214868545532,0.4053363800048828,4.396477382729575,1.449294408166847
56,-0.49034395813941956,0.4185921549797058,4.345397809017786,1.4898624142401793
57,-0.4902890920639038,0.43114179372787476,4.29403754417811,1.5318562121437975
58,-0.475995272397995,-0.4729166328907013,4.246049149713087,1.5146333785354953
59,-0.47814664244651794,-0.48042434453964233,4.198722921269535,1.4691352127404944
60,-0.47645264863967896,0.14637541770935059,4.151864251864991,1.4696547603992889
61,-0.47277161478996277,0.24386858940124512,4.104764356618905,1.4924248949080574
62,-0.4718325138092041,0.3190537095069885,4.057379623421744,1.5224919679017033
63,-0.46227505803108215,-0.47080543637275696,4.010566661939411,1.5013932159614496
64,-0.4677504003047943,-0.1957990527153015,3.9649340906552397,1.4765075987891765
65,-0.4583054780960083,-0.320309579372406,3.9196343669535785,1.4480843045901899
66,-0.44748908281326294,-0.4176050126552582,3.8746535857025273,1.4108154082622175
67,-0.44357216358184814,-0.4403272271156311,3.8298076203321503,1.363417777908431
68,-0.43960264325141907,-0.4663563370704651,3.787357178587352,1.3124638996055518
69,-0.44140857458114624,-0.47124308347702026,3.7448725299350167,1.2631229599305924
70,-0.4310969114303589,-0.4611850082874298,3.7021183693418864,1.221969022232415
71,-0.42368364334106445,-0.4494136869907379,3.661962501277202,1.1802108446283255
72,-0.4155917763710022,-0.4361918866634369,3.624256843312418,1.1396007925294644
73,-0.40588754415512085,-0.42231109738349915,3.5858172606821346,1.0961448125574031
74,-0.39224791526794434,-0.40638184547424316,3.5504286052576535,1.0490592362015183
75,-0.38037288188934326,-0.3847137987613678,3.5172485496671264,1.0085033064628188
76,-0.24764198064804077,-0.3369196951389313,3.486840915303024,0.9721617500183066
77,-0.16253730654716492,-0.3221345543861389,3.4663531435427917,0.9341709767299426
78,-0.15202486515045166,-0.384002685546875,3.4534760681276477,0.8952579329686108
79,-0.09167876839637756,-0.4415462017059326,3.443898784102985,0.8578270166196388
80,-0.006775081157684326,-0.4784165918827057,3.4370422532823617,0.8119343471409391
81,-0.24411630630493164,-0.4912354648113251,3.435687862801024,0.7640558626657941
82,-0.2094331979751587,-0.4949059784412384,3.430933819126141,0.7081662383039061
83,-0.2605764865875244,-0.49521270394325256,3.420458134091773,0.652136778541557
84,-0.37652942538261414,-0.4963735342025757,3.4087637493423673,0.5930084193783585
85,-0.43223151564598083,-0.49654778838157654,3.3941586169139897,0.5329172876779397
86,-0.4771270751953125,-0.4915611445903778,3.3762190116287476,0.48109226125066973
87,-0.49045687913894653,-0.484476238489151,3.358096888387982,0.4365260755926636
88,-0.4934690296649933,-0.4716378152370453,3.3416307587764593,0.3896032322814298
89,-0.4930368959903717,-0.40537261962890625,3.3269140429976938,0.3515691965280714
90,-0.48815596103668213,-0.32961559295654297,3.3139453603730584,0.3136217457983199
91,-0.48746639490127563,-0.1530466079711914,3.3035982032470703,0.29359744655306663
